# name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
CoRoT-13 b,Confirmed,1.308,0.066,0.066,,,,0.885,0.014,0.014,4.0350906,3.6e-06,3.6e-06,0.051,0.0031,0.0031,0.0,,,88.02,0.036,0.036,3.9e-05,2010,2021-12-21,,,,,,,,,,2454790.8091,0.0006,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,CoRoT-13,102.7208333,-5.0863889,15.04,,,,,1310.0,100.0,100.0,0.01,0.07,0.07,1.09,0.02,0.02,1.01,0.03,0.03,G0V,1.64,1.52,1.52,5945.0,90.0,90.0,,,
CoRoT-14 b,Confirmed,7.6,0.6,0.6,,,,1.09,0.07,0.07,1.51214,0.00013,0.00013,0.027,0.002,0.002,0.0,,,79.6,0.8,0.8,2e-05,2010,2014-01-24,,,,2454787.6702,,,,,,2454787.6694,0.0053,0.0053,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-14,103.425,-5.5361111,16.03,,,,,1340.0,110.0,110.0,0.05,0.15,0.15,1.13,0.09,0.09,1.21,0.08,0.08,F9V,4.2,3.8,3.8,6035.0,100.0,100.0,,,
CoRoT-15 b,Confirmed,63.4,4.1,4.3,63.3,4.0,4.0,1.12,0.15,0.3,3.06036,3e-05,3e-05,0.045,0.01,0.014,0.0,,,86.7,3.2,2.3,,2010,2015-09-23,,,,,,,,,,2454753.5608,0.0011,0.0011,,,,,,,0.38,0.26,0.26,,,,7.36,0.11,0.11,1740.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,CoRoT-15,97.116666676,6.18624167266,,,,,,,,,,,,,,,,,,F7V,,,,,,,,,2MASS J06282781+0611105
CoRoT-16 b,Confirmed,0.535,0.085,0.085,,,,1.17,0.14,0.14,5.35227,0.0002,0.0002,0.0618,0.0015,0.0015,0.33,0.1,0.1,85.01,1.2,1.2,7.4e-05,2010,2014-01-24,168.41,21.0,21.0,,,,,,,2454923.9138,0.0022,0.0022,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-16,278.525,-6.0025,15.64,,,,,840.0,90.0,90.0,0.19,0.06,0.06,1.098,0.078,0.078,1.19,0.14,0.14,G5V,6.73,2.8,2.8,5650.0,100.0,100.0,,,
CoRoT-17 b,Confirmed,2.43,0.16,0.16,,,,1.02,0.07,0.07,3.768125,0.000257,0.000257,0.0461,0.0008,0.0008,0.0,,,88.34,1.54,1.54,5e-05,2010,2014-01-24,,,,,,,,,,2454923.3093,0.003613,0.003613,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-17,278.6958333,-6.6122222,15.46,,,,,920.0,50.0,50.0,0.0,0.1,0.1,1.04,0.1,0.1,1.59,0.07,0.07,G2V,10.7,1.0,1.0,5740.0,80.0,80.0,,,
CoRoT-18 b,Confirmed,3.47,0.38,0.38,,,,1.31,0.18,0.18,1.90009057,4.4e-07,4.4e-07,0.0295,0.0016,0.0016,0.08,,,86.5,0.9,0.9,3.4e-05,2011,2021-12-21,,,,,,,,,,2455321.72412,0.00018,0.00018,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,CoRoT-18,98.170833347,0.031388901,14.99,,,,,870.0,90.0,90.0,-0.1,0.1,0.1,0.95,0.15,0.15,1.0,0.13,0.13,G9V,,,,5440.0,100.0,100.0,,,
CoRoT-19 b,Confirmed,1.11,0.06,0.06,,,,1.29,0.05,0.05,3.8971372,2.1e-06,2.1e-06,0.0518,0.0008,0.0008,0.047,0.045,0.045,87.61,0.37,0.37,6.5e-05,2011,2021-12-21,86.0,60.0,60.0,,,,,,,2455257.44102,0.0006,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,CoRoT-19,97.033333336,0.170555562,14.78,,,,,800.0,200.0,200.0,-0.02,0.1,0.1,1.21,0.06,0.06,1.65,0.04,0.04,F9V,5.0,1.0,1.0,6090.0,70.0,70.0,,,
CoRoT-2 b,Confirmed,3.31,0.16,0.16,,,,1.465,0.029,0.029,1.7429964,1.7e-06,1.7e-06,0.0281,0.0009,0.0009,0.0,,,87.84,0.1,0.1,9.4e-05,2007,2014-01-25,,,,,,,,,,2454706.4041,0.003,0.003,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-2,291.7791667,1.3838889,12.57,,,,,300.0,100.0,100.0,-0.04,0.08,0.08,0.97,0.06,0.06,0.902,0.018,0.018,G7V,,,,5575.0,66.0,66.0,,,
CoRoT-20 b,Confirmed,4.24,0.23,0.23,,,,0.84,0.04,0.04,9.2431839,7.2e-06,7.2e-06,0.0902,0.0021,0.0021,0.562,0.013,0.013,88.21,0.53,0.53,7.3e-05,2011,2021-12-21,56.3,2.4,2.4,,,,,,,2455266.0001,0.0014,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,CoRoT-20,97.730434,0.22692,14.66,,,,,1230.0,120.0,120.0,0.14,0.12,0.12,1.14,0.08,0.08,0.92,,,G2V,0.1,0.04,0.04,5880.0,90.0,90.0,,,
CoRoT-21 b,Confirmed,2.26,0.31,0.31,,,,1.3,0.14,0.14,2.72474,0.00014,0.00014,0.0417,0.0011,0.0011,0.0,,,86.8,2.1,2.1,,2011,2014-01-24,,,,,,,,,,2454399.0282,0.0009,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-21,101.05245,-0.29913,16.0,,,,,,,,0.0,0.1,0.1,1.29,0.09,0.09,1.945,0.21,0.21,F8IV,4.1,0.5,0.5,6200.0,100.0,100.0,,,
CoRoT-22 b,Confirmed,0.06,0.0214,0.0941,,,,0.4354,0.0348,0.0152,9.75598,0.00011,0.00011,0.092,0.0014,0.0014,0.077,0.042,0.3,89.749,0.9,0.032,0.000149,2011,2018-11-20,210.0,30.0,70.0,,,,,,,2454598.42014,0.00051,0.00099,,,,,,,,,,,,,,,,885.0,,,,,,,,,Announced on a professional conference,Primary Transit,Radial Velocity,Primary Transit,,,CoRoT-22,280.66666668,6.225000011,11.93,,,,,592.0,42.0,25.0,0.17,0.12,0.07,1.099,0.049,0.049,1.136,0.09,0.038,G0IV,3.3,2.0,2.0,5939.0,120.0,54.0,,,
CoRoT-23 b,Confirmed,2.8,0.25,0.25,,,,1.08,0.13,0.13,3.6314,0.0001,0.0001,0.0477,0.0038,0.0038,0.16,0.017,0.017,85.7,1.5,1.5,8e-05,2011,2014-01-25,51.8,9.0,9.0,,,,,,,2455308.93732,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-23,279.782615,4.3578,15.63,,,,,600.0,50.0,50.0,0.05,0.1,0.1,1.14,0.08,0.08,1.61,0.18,0.18,G0V,7.2,1.0,1.0,5900.0,100.0,100.0,,,
CoRoT-24 b,Confirmed,0.018,inf,nan,,,,0.33,0.04,0.04,5.1134,0.0006,0.0006,0.056,0.002,0.002,0.0,,,86.5,2.0,2.0,9.3e-05,2011,2019-06-13,,,,,,,,,,2454789.611,0.006,0.006,,,,,,,,,,,,,,,,1070.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-24,101.925000014,-3.719444461,,14.3,,,,600.0,70.0,70.0,0.3,0.25,0.25,0.91,0.09,0.09,0.86,0.09,0.09,K1V,11.0,,,4950.0,150.0,150.0,,,
CoRoT-24 c,Confirmed,0.088,0.035,0.035,,,,0.44,0.04,0.04,11.759,0.0063,0.0063,0.098,0.003,0.003,0.0,,,89.0,1.0,1.6,0.000163,2011,2019-06-13,,,,,,,,,,2454795.3803,0.0265,0.0265,,,,,,,,,,,,,,,,850.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-24,101.925000014,-3.719444461,,14.3,,,,600.0,70.0,70.0,0.3,0.25,0.25,0.91,0.09,0.09,0.86,0.09,0.09,K1V,11.0,,,4950.0,150.0,150.0,,,
CoRoT-25 b,Confirmed,0.27,0.04,0.04,,,,1.08,0.1,0.3,4.86069,6e-05,6e-05,0.0578,0.0029,0.0029,,,,84.5,0.8,0.3,,2012,2014-05-21,,,,,,,,,,2454577.4307,0.0008,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-25,280.6292,6.5139,15.0,,,,,1000.0,85.0,25.0,-0.01,0.13,0.13,1.09,0.05,0.11,1.19,0.03,0.14,G0V,5.2,1.3,1.3,6040.0,90.0,90.0,,,
CoRoT-26 b,Confirmed,0.52,0.05,0.05,,,,1.26,0.07,0.13,4.20474,5e-05,5e-05,0.0526,0.001,0.001,0.0,,,86.8,1.0,2.2,,2012,2014-05-27,,,,,,,,,,2454574.6811,0.0008,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-26,279.75,6.97,15.76,,,,,1670.0,205.0,110.0,0.01,0.13,0.13,1.09,0.06,0.06,1.79,0.09,0.18,G8IV,8.6,1.8,0.9,5590.0,100.0,100.0,,,
CoRoT-27 b,Confirmed,10.39,0.55,0.55,,,,1.007,0.044,0.044,3.57532,6e-05,6e-05,0.0476,0.0066,0.0066,0.065,0.065,0.0,86.7,0.87,1.2,,2012,2014-07-10,,,,,,,,,,2455748.684,0.001,0.001,,,,,,,,,,,,,,,,1500.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-27,278.4958,5.5386,15.54,,,,,,,,0.1,0.1,0.1,1.05,0.11,0.11,1.08,0.06,0.18,G2,4.21,2.72,2.72,5900.0,120.0,120.0,,,
CoRoT-29 b,Confirmed,0.85,0.2,0.2,0.85,0.2,0.2,0.9,0.16,0.16,2.85057,6e-06,6e-06,0.039,0.002,0.002,0.082,0.081,0.081,87.3,2.7,2.7,,2012,2015-04-27,87.0,210.0,49.0,,,,,,,2455753.115,0.001,0.001,,,,,,,0.43,0.44,0.44,,,,125.0,17.0,17.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,CoRoT-29,278.9042,6.4797,15.35,,,,,765.0,50.0,50.0,0.2,0.1,0.1,0.976,0.14,0.14,0.9,0.12,0.12,KOV,4.5,3.5,3.5,5260.0,100.0,100.0,,,
CoRoT-3 b,Confirmed,21.66,1.0,1.0,,,,1.19,0.1,0.1,4.2567994,5e-06,5e-06,0.057,0.003,0.003,0.0,,,85.9,0.8,0.8,8.4e-05,2008,2018-08-15,,,,,,,,,,2454283.1383,0.0003,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Theoretical,,,CoRoT-3,292.0541667,0.1219444,13.3,,,,,680.0,160.0,160.0,0.14,0.04,0.04,1.41,0.08,0.08,1.44,0.08,0.08,F3V,2.0,0.4,0.4,6558.0,44.0,44.0,,,
CoRoT-30 b,Confirmed,2.9,0.22,0.22,,,,1.009,0.076,0.076,9.06005,0.00024,0.00024,0.0844,0.0012,0.0012,0.007,0.031,0.031,90.0,0.56,0.56,,2017,2019-09-02,178.1,100.0,100.0,,,,,,,2455665.5146,0.0012,0.0012,,,,,,,0.0,0.16,0.16,,,,283.0,20.0,20.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,CoRoT-30,277.600000008,6.835833352,15.65,,,,,960.0,40.0,68.0,0.02,0.1,0.1,0.98,0.05,0.03,0.91,0.03,0.09,G3V,3.0,2.4,3.7,5660.0,90.0,10.0,,,
CoRoT-31 b,Confirmed,0.84,0.34,0.34,,,,1.46,0.3,0.3,4.62941,0.00075,0.00075,0.0586,0.0034,0.0034,0.02,0.16,0.16,83.2,2.3,2.3,,2017,2019-09-02,303.6,107.9,107.9,,,,,,,2455843.9445,0.0044,0.0044,,,,,,,0.87,0.27,0.27,,,,88.0,35.0,35.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,CoRoT-31,94.820833339,-4.422222235,15.7,,,,,2190.0,710.0,710.0,0.0,0.1,0.1,1.25,0.22,0.22,2.15,0.6,0.56,G2IV,4.7,2.2,4.7,5370.0,126.0,99.0,,,
CoRoT-32 b,Confirmed,0.15,0.1,0.1,,,,0.57,0.06,0.06,6.71837,1e-05,1e-05,0.071,0.001,0.001,,,,89.0,0.5,0.5,,2017,2017-09-13,,,,,,,,,,2455901.811,0.002,0.002,,,,,,,,,,,,,,,,938.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,CoRoT-32,100.195833349,9.257500011,14.0,,,,,,,,0.0,0.2,0.2,1.09,0.08,0.08,0.79,0.09,0.09,G0VI,,,,5970.0,100.0,100.0,,,CoRoT-223977153
CoRoT-33 b,Confirmed,59.2,1.8,1.8,59.0,1.8,1.8,1.1,0.53,0.53,5.819143,1.8e-05,1.8e-05,0.0579,,,0.07,0.0016,0.0016,85.5,0.5,0.5,,2015,2015-08-25,179.3,0.87,0.87,,,,,,,2456676.3992,0.0037,0.0037,,,,,,,1.04,0.06,0.06,,,,7061.0,9.0,9.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,CoRoT-33,279.641666678,5.624722241,14.7,,,,,,,,0.44,0.1,0.1,0.86,0.004,0.004,0.94,0.008,0.14,G9V,4.6,0.0,5.0,5225.0,80.0,80.0,,,"2MASS 18383391 + 0537287, USNO-A2 0900-13338694"
CoRoT-4 b,Confirmed,0.72,0.08,0.08,,,,1.19,0.05,0.05,9.20166201,4e-06,4e-06,0.09,0.001,0.001,0.0,0.0,0.0,90.0,0.085,0.085,,2008,2021-12-21,,,,,,,,,,2454141.36416,0.00089,0.00089,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,CoRoT-4,102.1958333,-0.6727778,13.7,,,,,,,,0.05,0.07,0.07,1.1,0.02,0.02,1.15,0.03,0.03,F8V,1.0,0.3,0.3,6190.0,60.0,60.0,,,
CoRoT-5 b,Confirmed,0.467,0.024,0.047,,,,1.33,0.047,0.047,4.0379148,1.1e-06,1.1e-06,0.04947,0.00029,0.00029,0.09,0.04,0.04,85.83,1.38,1.38,0.000124,2008,2021-12-21,231.7,48.0,48.0,,,,,,,2454400.19885,0.0002,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,CoRoT-5,101.2791667,0.8152778,14.0,,,,,400.0,0.0,0.0,-0.25,0.06,0.06,1.0,0.02,0.02,1.186,0.04,0.04,F9V,6.9,1.4,1.4,6100.0,65.0,65.0,,,
CoRoT-6 b,Confirmed,2.96,0.34,0.34,,,,1.166,0.035,0.035,8.886593,4e-06,4e-06,0.0855,0.0015,0.0015,0.1,inf,nan,89.07,0.3,0.3,,2009,2013-06-05,,,,2454595.6144,0.0002,0.0002,,,,2454702.2556,0.0003,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-6,281.075,6.6633333,13.9,,,,,,,,-0.2,0.1,0.1,1.055,0.055,0.055,1.025,0.026,0.026,F9V,,,,6090.0,70.0,70.0,,,
CoRoT-7 b,Confirmed,0.0149,0.003,0.003,,,,0.136,,,0.8535926,9e-07,9e-07,0.0172,0.00029,0.00029,0.12,0.07,0.07,80.1,0.3,0.3,0.000115,2009,2021-12-21,,,,,,,,,,2454398.0767,0.0015,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,CoRoT-7,100.9541667,-1.0627778,11.7,,,,,150.0,20.0,20.0,0.03,0.07,0.07,0.93,0.03,0.03,0.87,0.04,0.04,K0V,1.5,0.3,0.3,5313.0,73.0,73.0,,,
CoRoT-7 c,Confirmed,0.04266,0.0034,0.0034,0.0264,0.0028,0.0028,,,,3.698,0.003,0.003,0.046,,,0.12,0.06,0.06,,,,0.000307,2009,2017-06-11,,,,2454445.0,0.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,CoRoT-7,100.9541667,-1.0627778,11.7,,,,,150.0,20.0,20.0,0.03,0.07,0.07,0.93,0.03,0.03,0.87,0.04,0.04,K0V,1.5,0.3,0.3,5313.0,73.0,73.0,,,
CoRoT-8 b,Confirmed,0.2158,0.034,0.034,,,,0.5692,0.0196,0.0196,6.21229,3e-05,3e-05,0.063,0.001,0.001,0.0,,,88.4,0.1,0.1,0.000166,2010,2018-11-20,,,,,,,,,,2454238.9743,0.0004,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,TTV,Primary Transit,,,CoRoT-8,291.5875,1.4266667,14.8,,,,,380.0,100.0,100.0,0.3,0.1,0.1,0.88,0.04,0.04,0.77,0.02,0.02,K1V,3.0,inf,nan,5080.0,80.0,80.0,,,
CoRoT-9 b,Confirmed,0.84,0.07,0.07,,,,0.94,0.04,0.04,95.273804,0.0014,0.0014,0.407,0.005,0.005,0.133,0.037,0.042,89.9,nan,inf,0.000885,2010,2017-07-08,37.0,37.0,37.0,,,,,,,2454603.3447,0.0001,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-9,280.7875,6.2041667,13.7,,,,,460.0,,,-0.01,0.006,0.006,0.99,0.04,0.04,0.94,0.04,0.04,G3V,4.0,3.0,3.0,5625.0,80.0,80.0,,,
DENIS-P J082303.1-491201 b,Confirmed,28.5,1.9,1.9,,,,,,,246.36,1.35,1.38,0.36,0.01,0.01,0.345,0.064,0.068,56.6,2.1,1.9,,2013,2021-08-17,36.3,8.4,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Astrometry,,,"2MASS J08230313-4912012 b, WISE J082302.97-491201.1 b",,DENIS-P J082303.1-491201,125.76305,-49.200359,,,13.547,12.636,,20.77,0.08,0.08,,,,0.07,0.01,0.01,,,,L1.5,1.0,,,,,,,,"2MASS J08230313-4912012, WISE J082302.97-491201.1"
DH Tau b,Confirmed,11.0,0.003,0.01,,,,,,,,,,330.0,,,,,,,,,,2005,2020-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,,"CO, H2O",DH Tau,67.425,26.5494444,13.71,,,,,,,,,,,0.37,0.12,0.12,,,,M0.5V,0.001,0.0009,0.0009,,,,,,
DP Leo (AB) b,Confirmed,6.05,0.47,0.47,,,,,,,10230.0,730.0,730.0,8.19,0.39,0.39,0.39,0.13,0.13,,,,,2009,2018-10-29,282.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Timing,,,,,DP Leo (AB),169.3166667,17.9613889,17.5,,,,,,,,,,,0.69,,,,,,AM Her,,,,,,,,,
DS Tuc A b,Confirmed,0.0453,0.0453,0.0,,,,0.5085,0.0152,0.0152,8.138268,1e-05,1e-05,0.0795,0.003,0.003,,,,88.73,0.18,0.18,,2019,2021-12-09,,,,,,,,,,2458832.30997,0.00026,0.00026,,,,12.1,2.1,2.6,0.4,0.08,0.07,,,,3.2,2.2,1.4,,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,"HD 222259 A b, TIC 4102214986 b",,DS Tuc A,354.91666668,-69.195833347,9.0,,,,,44.12,0.06,0.06,-0.08,0.06,0.06,0.959,0.031,0.031,0.872,0.027,0.027,G6V,0.04,5.0,5.0,5597.0,59.0,28.0,,,
EPIC 205084841 b,Confirmed,0.3883,0.303,0.303,,,,1.561,0.152,0.152,11.310099,0.00045,0.00045,0.104,0.003,0.003,,,,87.99,0.17,0.17,,2016,2019-01-23,,,,,,,,,,2456893.85913,0.0011,0.0011,,,,,,,0.62,0.03,0.03,,,,,,,979.0,73.0,73.0,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,EPIC 205084841,249.0,-19.5,,,,,,860.4,76.0,84.0,0.019,0.175,0.15,1.168,0.094,0.12,1.313,0.11,0.126,,,,,6245.0,284.0,370.0,,,
EPIC 211442297 b,Confirmed,0.84,0.18,0.2,,,,1.115,0.057,0.061,20.273034,3.6e-05,3.7e-05,0.1367,0.0012,0.001,0.137,0.072,0.074,88.82,0.15,0.15,,2017,2018-05-04,104.0,41.0,52.0,,,,,,,2457157.15701,0.00025,0.00025,,,,,,,0.702,0.047,0.053,,,,77.0,17.0,16.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,K2_215 b,,K2-115,126.553444,12.281936,,,12.108,11.76,11.72,418.58,4.2,4.2,-0.1,0.05,0.05,0.95,0.02,0.02,0.88,0.01,0.01,G4,10.7,1.7,4.2,5657.0,60.0,60.0,,,"2MASS J08261282+1216550, EPIC 211442297, WISE J082612.83+121654.7"
EPIC 211945201 b,Confirmed,0.085,0.0396,0.044,,,,0.514,0.027,0.027,19.49221,0.000653,0.000666,0.1493,0.0015,0.0015,0.0,,,87.9,0.06,0.06,,2018,2021-02-08,,,,,,,2457158.82477,0.00085,0.00086,2458113.93994,0.00039,0.00039,,,,,,,0.58,0.34,0.22,,,,5.7,2.7,3.0,817.0,14.0,15.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J09061775+1924080 b, EPIC 211945201.01, K2-236 b, TYC 1404-1186-1 b, WISE J090617.78+192407.6 b",,EPIC 211945201,136.573975,19.402252,10.15,,9.144,8.908,,182.69,1.29,1.29,0.1,0.1,0.1,1.17,0.04,0.04,1.39,0.02,0.02,G0,3.99,0.7,0.85,6069.0,90.0,90.0,,,"2MASS J09061775+1924080, K2-236, TYC 1404-1186-1, WISE J090617.78+192407.6"
EPIC 212036875 b,Confirmed,51.0,2.0,2.0,,,,0.83,0.03,0.03,5.16992,2e-05,2e-05,0.0621,0.002,0.0016,0.134,0.002,0.002,83.9,0.2,0.2,,2019,2019-08-08,163.0,1.0,1.0,2458130.538,0.065,0.068,,,,2458129.69869,0.00015,0.00015,,,,,,,0.92,0.005,0.005,,,,5289.0,13.0,13.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,EPIC 212036875 b,,EPIC 212036875,134.691666682,20.869166686,11.0,,,,,,,,-0.23,0.1,0.1,1.1241,0.11,0.1,1.4,0.06,0.06,,4.6,1.9,2.6,6231.0,50.0,50.0,,,EP212
EPIC 212737443 b,Confirmed,0.02907,0.00831,0.00831,,,,0.231,0.011,0.011,13.603,0.0013,0.0013,0.098,0.004,0.004,0.2,0.2,0.2,89.071,0.161,0.161,,2019,2021-02-08,,,,,,,2457234.97,0.004,0.004,2457234.97,0.004,0.004,,,,,,,0.479,0.1,0.1,,,,,,,536.0,18.0,18.0,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,"2MASS J13365320-0719053 b, EPIC 212737443.01, K2-310 b, WISE J133653.17-071905.1 b",,EPIC 212737443,204.221695,-7.318144,14.8,13.626,12.824,12.239,,347.45,12.01,12.01,-0.137,0.12,0.12,0.69,0.038,0.038,0.67,0.02,0.02,K3,,,,4684.0,79.0,79.0,,,"2MASS J13365320-0719053, K2-310, WISE J133653.17-071905.1"
EPIC 212737443 c,Confirmed,0.0303,0.00812,0.00812,,,,0.24,0.01303,0.01303,65.55,0.009,0.009,0.28,0.006,0.006,,,,89.63,0.044,0.044,,2019,2019-06-17,,,,,,,,,,2457227.79,0.005,0.005,,,,,,,0.567,0.08,0.08,,,,,,,316.0,10.0,10.0,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,EPIC 212737443,204.221695,-7.318144,14.8,13.626,12.824,12.239,,347.45,12.01,12.01,-0.137,0.12,0.12,0.69,0.038,0.038,0.67,0.02,0.02,K3,,,,4684.0,79.0,79.0,,,"2MASS J13365320-0719053, K2-310, WISE J133653.17-071905.1"
EPIC 219388192 b,Confirmed,36.0,1.6,1.6,,,,0.846,0.021,0.021,5.292569,2.6e-05,2.6e-05,0.0593,0.0013,0.0013,0.1893,0.0021,0.0021,89.63,0.38,0.26,,2016,2019-03-11,346.0,1.3,1.3,2457339.826,0.019,0.019,,,,2457341.037008,8.1e-05,8.1e-05,1.0,,,,,,0.091,0.09,0.063,,,,4268.0,18.0,18.0,1164.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,CWW 89A b,,EPIC 219388192,289.391666678,-16.871666688,12.5,,,,,300.0,24.0,24.0,0.03,0.08,0.08,0.99,0.05,0.05,1.01,0.04,0.04,G,3.9,1.9,1.9,5850.0,85.0,85.0,,,"2MASS J19173402-1652177, CWW 89A"
EPIC 246193072 b,Confirmed,0.26,0.022,0.022,,,,0.774,0.026,0.026,12.4551225,3.1e-06,3.1e-06,0.1016,0.0019,0.0019,0.0697,0.04,0.04,89.22,0.1,0.1,,2020,2020-10-28,161.0,30.0,22.0,,,,,,,2457773.157267,7.5e-05,7.5e-05,,,,,,,0.364,0.048,0.039,,,,24.6,1.8,1.8,650.0,70.0,53.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,EPIC 246193072,351.133333344,-5.164166681,,,,,,230.4,3.0,3.0,0.098,0.07,0.065,0.901,0.049,0.049,0.822,0.026,0.026,,1.8,1.3,2.2,5282.0,40.0,40.0,,,
EPIC 246851721 b,Confirmed,3.0,1.2,1.1,3.0,1.2,1.1,1.051,0.044,0.044,6.180235,1.4e-05,1.4e-05,0.07229,0.00075,0.00074,,,,86.21,0.17,0.17,,2018,2021-03-20,,,,2457858.93009,0.0001,0.0001,,,,2457865.11032,0.0001,0.0001,,,,358.53,0.86,0.87,0.647,0.018,0.017,,,,270.0,110.0,100.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,EPIC 246851721,78.9197500136,16.2787416817,11.4,,,,,376.0,18.0,18.0,0.139,0.084,0.082,1.324,0.04,0.04,1.624,0.035,0.036,F5V,3.09,0.41,0.42,6189.0,52.0,47.0,,,"TYC 1283-739-1, 2MASS J05154075+1616435"
